ENTREZ GENE ID,GENE SYMBOL,OCCURRENCES,Uniprot
147798,TMC4,37,Q7Z404
148113,CILP2,31,Q8IUL8
148808,MFSD4,3,Q8N468
149345,SHISA4,17,Q96DD7
149371,EXOC8,34,Q8IYI6
149428,BNIPL,16,Q7Z465
149461,CLDN19,1,Q8N6F1
150737,TTC30B,1,Q8N4P2
151011,SEPT10,25,Q9P0V9
151449,GDF7,2,Q7Z4P5
152002,XXYLT1,1,Q8NBI6
152503,SH3D19,1,Q5HYK7
153364,MBLAC2,38,Q68D91
154043,CNKSR3,10,Q6P9H4
157769,FAM91A1,29,Q658Y4
158158,RASEF,2,Q8IZ41
158326,FREM1,1,Q5H8C1
160428,ALDH1L2,29,Q3SY69
161176,SYNE3,6,Q6ZMZ3
161198,CLEC14A,4,Q86T13
161291,TMEM30B,42,Q3MIR4
162239,ZFP1,1,Q6P2D0
163351,GBP6,2,Q6ZN66
163590,TOR1AIP2,55,Q8NFQ8
192668,CYS1,3,Q717R9
195814,SDR16C5,1,Q8N3Y7
196374,KRT78,55,Q8N1N4
196383,RILPL2,1,Q969X0
196385,DNAH10,32,Q8IVF4
196463,PLBD2,27,Q8NHP8
197258,FUK,7,Q8N0W3
199675,C19orf59,8,Q8IX19
199713,NLRP7,2,Q8WX94
199731,CADM4,27,Q8NFZ8
199920,C1orf168,1,Q5VWT5
200014,CC2D1B,13,Q5T0F9
200894,ARL13B,8,Q3SXY8
201176,ARHGAP27,8,Q6ZUM4
201294,UNC13D,37,Q70J99
201475,RAB12,44,Q6IQ22
201626,PDE12,30,Q6L8Q7
202333,CMYA5,4,Q8N3K9
219333,USP12,2,O75317
219771,CCNY,58,Q8ND76
220323,OAF,25,Q86UD1
221061,FAM171A1,39,Q5VUB5
221294,NT5DC1,25,Q5TFE4
221395,GPR116,4,Q8IZF2
221960,CCZ1B,20,P86790
252839,TMEM9,20,Q9P0T7
253725,FAM21C,5,Q9Y4E1
254295,PHYHD1,5,Q5SRE7
255394,TCP11L2,1,Q8N4U5
255743,NPNT,34,Q6UXI9
256691,MAMDC2,19,Q7Z304
256764,WDR72,9,Q3MJ13
257364,SNX33,29,Q8WV41
261726,TIPRL,32,O75663
261729,STEAP2,37,Q8NFT2
266977,GPR110,28,Q5T601
283635,FAM177A1,32,Q8N128
283748,PLA2G4D,2,Q86XP0
283871,PGP,25,A6NDG6
283987,C17orf28,20,Q8IV36
284207,METRNL,21,Q641Q3
284217,LAMA1,31,P25391
284352,PPP1R37,1,O75864
284996,RNF149,20,Q8NC42
285148,IAH1,20,Q2TAA2
285175,UNC80,28,Q8N2C7
285313,IGSF10,23,Q6WRI0
285386,TPRG1,1,Q6ZUI0
285527,FRYL,45,O94915
285966,FAM115C,1,A6NFQ2
286077,FAM83H,6,Q6ZRV2
286676,ILDR1,4,Q86SU0
339221,ENPP7,7,Q6UWV6
340348,TSPAN33,23,Q86UF1
341640,FREM2,27,Q5SZK8
346389,MACC1,27,Q6ZN28
347240,KIF24,3,Q5T7B8
347902,AMIGO2,15,Q86SJ2
348110,C15orf38,5,Q7Z6K5
348174,CLEC18A,1,A5D8T8
349667,RTN4RL2,29,Q86UN3
353497,POLN,3,Q7Z5Q5
374354,NHLRC2,42,Q8NBF2
374378,GALNTL4,1,Q6P9A2
374882,TMEM205,25,Q6UW68
374897,SBSN,38,Q6UWP8
374907,B3GNT8,3,Q7Z7M8
375057,C1orf95,1,Q69YW2
375616,KCP,3,Q6ZWJ8
375790,AGRN,125,O00468
387522,TMEM189-UBE2V1,66,A5PLL7
387882,C12orf75,22,Q8TAD7
389337,ARHGEF37,1,A1IGU5
394263,MUC21,1,Q5SSG8
399665,FAM102A,3,Q5T9C2
400793,C1orf226,4,A1L170
445571,CBWD3,2,Q5JTY5
474383,F8A2,1,P23610
474384,F8A3,1,P23610
548596,CKMT1A,18,P12532
554235,ASPDH,4,A6ND91
641371,ACOT1,26,Q86TX2
643834,PGA3,4,P0DJD8
647024,C6orf132,8,Q5T0Z8
653499,LGALS7B,19,P47929
653689,GSTT2B,20,P0CG30
727957,HEATR7A,27,Q8NDA8
728113,ANXA8L1,27,P13928
728358,DEFA1B,25,P59665
100131187,TSTD1,26,Q8NFU3
100137049,PLA2G4B,1,P0C869
100287171,WASH1,1,A8K0Z3
100526737,RBM14-RBM4,24,Q96PK6
100526767,RNF103-CHMP3,46,Q9Y3E7
100528030,POC1B-GALNT4,5,Q8N4A0
102724652,-,3,P02489
102800317,-,17,P49674
346,APOC4,4,P55056
800,CALD1,27,Q05682
1041,CDSN,36,Q15517
2192,FBLN1,80,P23142
2812,GP1BB,36,P13224
3384,ICAM2,37,P13598
3655,ITGA6,142,P23229
3694,ITGB6,31,P18564
3697,ITIH1,51,P19827
4052,LTBP1,38,Q14766
4081,MAB21L1,1,Q13394
4129,MAOB,6,P27338
4200,ME2,42,P23368
4634,MYL3,27,P08590
5197,PF4V1,3,P10720
5341,PLEK,39,P08567
5552,SRGN,37,P10124
6403,SELP,22,P16109
6742,SSBP1,63,Q04837
6786,STIM1,30,Q13586
7169,TPM2,58,P07951
7170,TPM3,128,P06753
8402,SLC25A11,39,Q02978
10476,ATP5H,47,O75947
10549,PRDX4,100,Q13162
10666,CD226,17,Q15762
10982,MAPRE2,38,Q15555
22908,SACM1L,44,Q9NTJ5
22915,MMRN1,26,Q13201
29780,PARVB,47,Q9HBI1
51495,PTPLAD1,32,Q9P035
57142,RTN4,89,Q9NQC3
64225,ATL2,31,Q8NHH9
80739,C6orf25,7,O95866
81027,TUBB1,94,Q9H4B7
83659,TEKT1,1,Q969V4
84833,USMG5,30,Q96IX5
90550,MCU,20,Q8NE86
116173,CMTM5,3,Q96DZ9
152815,THAP6,1,Q8TBB0
170392,OIT3,4,Q8WWZ8
201595,STT3B,28,Q8TCJ2
285195,SLC9A9,1,Q8IVB4
373156,GSTK1,56,Q9Y2Q3
388533,KRTDAP,3,P60985
100293534,LOC100293534,36,P0C0L5
165,AEBP1,28,Q8IUX7
288,ANK3,23,Q12955
319,APOF,3,Q13790
341,APOC1,19,P02654
344,APOC2,33,P02655
489,ATP2A3,49,Q93084
513,ATP5D,42,P30049
521,ATP5I,45,P56385
590,BCHE,28,P06276
1340,COX6B1,32,P14854
1374,CPT1A,37,P50416
1603,DAD1,44,P61803
1627,DBN1,53,Q16643
1776,DNASE1L3,1,Q13609
2010,EMD,33,P50402
2038,EPB42,6,P16452
2153,F5,98,P12259
2157,F8,5,P00451
2273,FHL1,30,Q13642
2533,FYB,26,O15117
2811,GP1BA,27,P07359
2815,GP9,12,P14770
2820,GPD2,32,P43304
2822,GPLD1,5,P80108
3026,HABP2,20,Q14520
3078,CFHR1,5,Q03591
3080,CFHR2,4,P36980
3083,HGFAC,14,Q04756
3155,HMGCL,21,P35914
3336,HSPE1,61,P61604
3543,IGLL1,7,P15814
3699,ITIH3,52,Q06033
3796,KIF2A,36,O00139
3985,LIMK2,2,P53671
3990,LIPC,3,P11150
3998,LMAN1,50,P49257
4057,LTF,108,P02788
4153,MBL2,6,P11226
4192,MDK,38,P21741
4246,SCGB2A1,3,O75556
4247,MGAT2,3,Q10469
4256,MGP,30,P08493
4632,MYL1,12,P05976
4638,MYLK,16,Q15746
4659,PPP1R12A,36,O14974
4697,NDUFA4,27,O00483
4698,NDUFA5,22,Q16718
4714,NDUFB8,25,O95169
4729,NDUFV2,31,P19404
5054,SERPINE1,57,P05121
5162,PDHB,44,P11177
5196,PF4,10,P02776
5199,CFP,6,P27918
5430,POLR2A,40,P24928
5473,PPBP,13,P02775
5589,PRKCSH,80,P14314
5648,MASP1,33,P48740
5742,PTGS1,34,P23219
5782,PTPN12,38,Q05209
5837,PYGM,39,P11217
5870,RAB6A,112,P20340
6001,RGS10,27,O43665
6252,RTN1,26,Q16799
6253,RTN2,2,O75298
6352,CCL5,23,P13501
6366,CCL21,1,O00585
6390,SDHB,40,P21912
6414,SEPP1,10,P49908
6499,SKIV2L,27,Q15477
6678,SPARC,45,P09486
6704,SPRR2E,9,P22531
6706,SPRR2G,1,Q9BYE4
6745,SSR1,37,P43307
6748,SSR4,67,P51571
6779,STATH,7,P02808
6836,SURF4,43,O15260
6916,TBXAS1,30,P24557
7040,TGFB1,42,P01137
7041,TGFB1I1,28,O43294
7076,TIMP1,43,P01033
7318,UBA7,34,P41226
7336,UBE2V2,52,Q15819
7873,MANF,38,P55145
7905,REEP5,46,Q00765
7920,ABHD16A,5,O95870
8436,SDPR,32,O95810
8530,CST7,1,O76096
8654,PDE5A,19,O76074
8815,BANF1,74,O75531
8832,CD84,8,Q9UIB8
8905,AP1S2,21,P56377
8935,SKAP2,11,O75563
9050,PSTPIP2,29,Q9H939
9217,VAPB,43,O95292
9260,PDLIM7,45,Q9NR12
9370,ADIPOQ,2,Q15848
9377,COX5A,36,P20674
9526,MPDU1,28,O75352
9535,GMFG,45,O60234
9554,SEC22B,65,O75396
10105,PPIF,35,P30405
10216,PRG4,42,Q92954
10235,RASGRP2,10,Q7LDG7
10313,RTN3,50,O95197
10382,TUBB4A,101,P04350
10398,MYL9,51,P24844
10550,ARL6IP5,64,O75915
10554,AGPAT1,10,Q99943
10855,HPSE,10,Q9Y251
10959,TMED2,46,Q15363
10972,TMED10,89,P49755
11117,EMILIN1,38,Q9Y6C2
11223,MST1P9,1,Q2TV78
11272,PRR4,4,Q16378
22818,COPZ1,51,P61923
22821,RASA3,32,Q14644
23344,ESYT1,82,Q9BSJ8
23526,HMHA1,29,Q92619
25843,MOB4,20,Q9Y3A3
25893,TRIM58,8,Q8NG06
25984,KRT23,5,Q9C075
26355,FAM162A,24,Q96A26
26953,RANBP6,39,O60518
27040,LAT,26,O43561
28984,RGCC,3,Q9H4X1
29094,LGALSL,29,Q3ZCW2
29109,FHOD1,18,Q9Y613
50808,AK3,37,Q9UIJ7
50999,TMED5,28,Q9Y3A6
51014,TMED7,18,Q9Y3B3
51031,GLOD4,59,Q9HC38
51097,SCCPDH,31,Q8NBX0
51266,CLEC1B,7,Q9P126
51297,BPIFA1,20,Q9NP55
51379,CRLF3,6,Q8IUI8
51411,BIN2,19,Q9UBW5
51635,DHRS7,28,Q9Y394
51706,CYB5R1,30,Q9UHQ9
51807,TUBA8,36,Q9NY65
54331,GNG2,34,P59768
54521,WDR44,5,Q5JSH3
54732,TMED9,63,Q9BVK6
54863,TOR4A,23,Q9NXH8
54918,CMTM6,44,Q9NX76
55129,ANO10,22,Q9NW15
55287,TMEM40,2,Q8WWA1
55914,ERBB2IP,52,Q96RT1
56005,C19orf10,46,Q969H8
56993,TOMM22,46,Q9NS69
57091,CASS4,5,Q9NQ75
57136,C20orf3,74,Q9HDC9
57506,MAVS,26,Q7Z434
64407,RGS18,1,Q9NS28
78989,COLEC11,2,Q9BWP8
80177,MYCT1,7,Q8N699
81542,TMX1,47,Q9H3N1
81855,SFXN3,46,Q9BWM7
83452,RAB33B,21,Q9H082
83699,SH3BGRL2,26,Q9UJC5
84162,KIAA1109,35,Q2LD37
84281,C2orf88,21,Q9BSF0
85236,HIST1H2BK,75,O60814
90070,LACRT,6,Q9GZZ8
91624,NEXN,20,Q0ZGT2
92675,DTD1,28,Q8TEA8
93035,PKHD1L1,12,Q86WI1
94081,SFXN1,42,Q9H9B4
115827,RAB3C,36,Q96E17
125988,C19orf70,18,Q5XKP0
137695,TMEM68,14,Q96MH6
151516,ASPRV1,3,Q53RT3
163882,CNST,2,Q6PJW8
199974,CYP4Z1,1,Q86W10
220081,FAM194B,1,Q5W0A0
259215,LY6G6F,2,Q5SQ64
319101,KRT73,29,Q86Y46
326624,RAB37,9,Q96AX2
340205,TREML1,4,Q86YW5
352999,C6orf58,1,Q6P5S2
388588,LOC388588,30,B2RUZ4
493856,CISD2,34,Q8N5K1
100302736,TMED7-TICAM2,30,Q86XR7
36,ACADSB,35,P45954
91,ACVR1B,5,P36896
205,AK4,24,P27144
279,AMY2A,23,P04746
402,ARL2,28,P36404
414,ARSD,1,P51689
1088,CEACAM8,36,P31997
1295,COL8A1,17,P27658
1435,CSF1,27,P09603
1472,CST4,16,P01036
1474,CST6,26,Q15828
1486,CTBS,5,Q01459
1522,CTSZ,45,Q9UBR2
1672,DEFB1,3,P60022
1690,COCH,32,O43405
1805,DPT,1,Q07507
2199,FBLN2,41,P98095
2200,FBN1,49,P35555
2215,FCGR3B,2,O75015
2267,FGL1,17,Q08830
2272,FHIT,4,P49789
2944,GSTM1,49,P09488
2949,GSTM5,16,P46439
2980,GUCA2A,1,Q02747
3182,HNRNPAB,59,Q99729
3481,IGF2,20,P01344
3486,IGFBP3,30,P17936
3489,IGFBP6,24,P24592
3904,LAIR2,2,Q6ISS4
4125,MAN2B1,43,O00754
4316,MMP7,33,P09237
4338,MOCS2,18,O96007
4508,ATP6,21,P00846
4684,NCAM1,46,P13591
4921,DDR2,32,Q16832
5118,PCOLCE,39,Q15113
5271,SERPINB8,30,P50452
5654,HTRA1,59,Q92743
5730,PTGDS,16,P41222
5967,REG1A,5,P05451
6146,RPL22,83,P35268
6156,RPL30,110,P62888
6634,SNRPD3,60,P62318
6692,SPINT1,33,O43278
6844,VAMP2,52,P63027
7032,TFF2,1,Q03403
7073,TIAL1,23,Q01085
7077,TIMP2,33,P16035
7078,TIMP3,35,P35625
7148,TNXB,30,P22105
8404,SPARCL1,8,Q14515
8564,KMO,3,O15229
8644,AKR1C3,50,P42330
8839,WISP2,26,O76076
8970,HIST1H2BJ,37,P06899
9027,NAT8,1,Q9UHE5
9040,UBE2M,60,P61081
9521,EEF1E1,50,O43324
9987,HNRPDL,57,O14979
10068,IL18BP,4,O95998
10406,WFDC2,5,Q14508
10410,IFITM3,37,Q01628
10434,LYPLA1,86,O75608
10452,TOMM40,40,O96008
10516,FBLN5,18,Q9UBX5
10894,LYVE1,3,Q9Y5Y7
11005,SPINK5,3,Q9NQ38
11006,LILRB4,7,Q8NHJ6
23114,NFASC,1,O94856
23413,NCS1,22,P62166
27344,PCSK1N,25,Q9UHG2
29796,UQCR10,25,Q9UDW1
43849,KLK12,1,Q9UKR0
51179,HAO2,2,Q9NYQ3
51206,GP6,5,Q9HCN6
51246,SHISA5,1,Q8N114
51673,TPPP3,21,Q9BW30
54576,UGT1A8,1,Q9HAW9
54578,UGT1A6,17,P19224
54664,TMEM106B,29,Q9NUM4
54749,EPDR1,20,Q9UM22
55586,MIOX,1,Q9UGB7
55735,DNAJC11,22,Q9NVH1
57152,SLURP1,3,P55000
79814,AGMAT,1,Q9BSE5
79932,KIAA0319L,35,Q8IZA0
80380,PDCD1LG2,3,Q9BQ51
81035,COLEC12,11,Q5KU26
83657,DYNLRB2,10,Q8TF09
83988,NCALD,17,P61601
84284,NTPCR,27,Q9BSD7
84572,GNPTG,18,Q9UJJ9
84868,HAVCR2,2,Q8TDQ0
84957,RELT,16,Q969Z4
92597,MOB1B,25,Q7L9L4
93099,DMKN,3,Q6E0U4
103910,MYL12B,54,O14950
112817,HOGA1,15,Q86XE5
116519,APOA5,1,Q6Q788
129804,FBLN7,28,Q53RD9
142683,ITLN2,1,Q8WWU7
148867,SLC30A7,21,Q8NEW0
254228,FAM26E,22,Q8N5C1
284656,EPHA10,5,Q5JZY3
347733,TUBB2B,65,Q9BVA1
387263,C6orf120,1,Q7Z4R8
387921,NHLRC3,18,Q5JS37
391356,PTRHD1,18,Q6GMV3
653145,ANXA8,24,P13928
102724334,-,6,P57053
419,ART3,2,Q13508
1009,CDH11,10,P55287
1013,CDH15,2,P55291
1311,COMP,28,P49747
1777,DNASE2,2,O00115
2158,F9,6,P00740
2167,FABP4,12,P15090
2786,GNG4,21,P50150
2896,GRN,31,P28799
2981,GUCA2B,2,Q16661
3977,LIFR,4,P42702
4653,MYOC,6,Q99972
4958,OMD,2,Q99983
4969,OGN,6,P20774
5320,PLA2G2A,25,P14555
5641,LGMN,25,Q99538
6690,SPINK1,5,P00995
7316,UBC,46,P0CG48
7356,SCGB1A1,4,P11684
7412,VCAM1,34,P19320
7837,PXDN,79,Q92626
8483,CILP,28,O75339
10879,SMR3B,5,P02814
10924,SMPDL3A,2,Q92484
11012,KLK11,6,Q9UBX7
11167,FSTL1,29,Q12841
51050,PI15,26,O43692
51156,SERPINA10,17,Q9UK55
57126,CD177,7,Q8N6Q3
65078,RTN4R,2,Q9BZR6
79838,TMC5,29,Q6UXY8
83690,CRISPLD1,19,Q9H336
83716,CRISPLD2,4,Q9H0B8
130074,FAM168B,16,A1KXE4
143471,PSMA8,26,Q8TAA3
146760,RTN4RL1,2,Q86UN2
157310,PEBP4,2,Q96S96
727897,MUC5B,41,Q9HC84
58,ACTA1,100,P68133
124,ADH1A,7,P07327
728,C5AR1,3,P21730
857,CAV1,78,Q03135
871,SERPINH1,84,P50454
914,CD2,5,P06729
923,CD6,22,P30203
940,CD28,25,P10747
972,CD74,27,P04233
1193,CLIC2,39,O15247
1364,CLDN4,39,O14493
3036,HAS1,8,Q92839
3884,KRT33B,12,Q14525
3886,KRT35,16,Q92764
3888,KRT82,8,Q9NSB4
3891,KRT85,15,P78386
4045,LSAMP,21,Q13449
4068,SH2D1A,24,O60880
4360,MRC1,24,P22897
4363,ABCC1,81,P33527
4640,MYO1A,32,Q9UBC5
4846,NOS3,2,P29474
5515,PPP2CA,86,P67775
5644,PRSS1,18,P07477
6233,RPS27A,119,P62979
6439,SFTPB,18,P07988
6546,SLC8A1,29,P32418
7305,TYROBP,21,O43914
8689,KRT36,14,O76013
9103,FCGR2C,1,P31995
9321,TRIP11,7,Q15643
9398,CD101,26,Q93033
9636,ISG15,25,P05161
10154,PLXNC1,38,O60486
10859,LILRB1,11,Q8NHL6
10870,HCST,1,Q9UBK5
11157,LSM6,25,P62312
11314,CD300A,10,Q9UGN4
23136,EPB41L3,58,Q9Y2J2
23612,PHLDA3,31,Q9Y5J5
25816,TNFAIP8,38,O95379
27240,SIT1,33,Q9Y3P8
51107,APH1A,18,Q96BI3
51124,IER3IP1,20,Q9Y5U9
51393,TRPV2,46,Q9Y5S1
51466,EVL,33,Q9UI08
51557,LGSN,1,Q5TDP6
51599,LSR,98,Q86X29
53917,RAB24,20,Q969Q5
55824,PAG1,27,Q9NWQ8
57180,ACTR3B,30,Q9P1U1
57217,TTC7A,42,Q9ULT0
60559,SPCS3,39,P61009
63940,GPSM3,2,Q9Y4H4
64098,PARVG,29,Q9HBI0
79744,ZNF419,1,Q96HQ0
84239,ATP13A4,10,Q4VNC1
84329,HVCN1,48,Q96D96
84668,FAM126A,39,Q9BYI3
91010,FMNL3,51,Q8IVF7
94239,H2AFV,90,Q71UI9
157922,CAMSAP1,2,Q5T5Y3
441531,PGAM4,43,Q8N0Y7
729238,SFTPA2,2,Q8IWL1
102725035,-,1,O75022
1118,CHIT1,3,Q13231
1520,CTSS,34,P25774
1668,DEFA3,4,P59666
2159,F10,44,P00742
2219,FCN1,3,O00602
3017,HIST1H2BD,105,P58876
3148,HMGB2,34,P26583
4051,CYP4F3,2,Q08477
4317,MMP8,3,P22894
5806,PTX3,54,P26022
6947,TCN1,3,P20061
8971,H1FX,40,Q92522
23478,SEC11A,43,P67812
26092,TOR1AIP1,28,Q5JTV8
79887,PLBD1,40,Q6P4A8
255809,C19orf38,2,A8MVS5
10,NAT2,22,P11245
13,AADAC,2,P22760
14,AAMP,8,Q13685
15,AANAT,2,Q16613
19,ABCA1,31,O95477
20,ABCA2,20,Q9BZC7
21,ABCA3,3,Q99758
22,ABCB7,4,O75027
24,ABCA4,3,P78363
27,ABL2,3,P42684
32,ACACB,32,O00763
33,ACADL,2,P28330
35,ACADS,30,P16219
40,ASIC2,2,Q16515
41,ASIC1,3,P78348
49,ACR,3,P10323
54,ACP5,35,P13686
56,ACRV1,2,P26436
72,ACTG2,32,P63267
86,ACTL6A,48,O96019
89,ACTN3,27,Q08043
90,ACVR1,25,Q04771
92,ACVR2A,5,P27037
93,ACVR2B,3,Q13705
94,ACVRL1,3,P37023
97,ACYP1,33,P07311
98,ACYP2,25,P14621
100,ADA,36,P00813
101,ADAM8,3,P78325
103,ADAR,25,P55265
104,ADARB1,2,P78563
105,ADARB2,2,Q9NS39
108,ADCY2,3,Q08462
112,ADCY6,33,O43306
113,ADCY7,30,P51828
114,ADCY8,3,P40145
115,ADCY9,24,O60503
116,ADCYAP1,3,P18509
117,ADCYAP1R1,2,P41586
123,PLIN2,43,Q99541
127,ADH4,3,P08319
133,ADM,2,P35318
134,ADORA1,2,P30542
135,ADORA2A,2,P29274
136,ADORA2B,2,P29275
140,ADORA3,3,P0DMS8
141,ADPRH,7,P54922
146,ADRA1D,21,P25100
147,ADRA1B,2,P35368
148,ADRA1A,2,P35348
150,ADRA2A,24,P08913
151,ADRA2B,2,P18089
152,ADRA2C,4,P18825
153,ADRB1,2,P08588
154,ADRB2,31,P07550
155,ADRB3,3,P13945
156,ADRBK1,28,P25098
157,ADRBK2,2,P35626
166,AES,2,Q08117
167,CRISP1,5,P54107
400,ARL1,52,P40616
487,ATP2A1,13,O14983
491,ATP2B2,57,Q01814
649,BMP1,42,P13497
696,BTN1A1,11,Q13410
738,C11orf2,38,Q9UID3
765,CA6,10,P23280
836,CASP3,44,P42574
945,CD33,32,P20138
949,SCARB1,85,Q8WTV0
988,CDC5L,29,Q99459
1062,CENPE,35,Q02224
1149,CIDEA,8,O60543
1174,AP1S1,33,P61966
1175,AP2S1,41,P53680
1179,CLCA1,6,A8K7I4
1366,CLDN7,38,O95471
1381,CRABP1,27,P29762
1404,HAPLN1,28,P10915
1438,CSF2RA,35,P15509
1446,CSN1S1,16,P47710
1447,CSN2,16,P05814
1448,CSN3,10,P07498
1479,CSTF3,29,Q12996
1635,DCTD,23,P32321
1717,DHCR7,21,Q9UBM7
1739,DLG1,72,Q12959
1742,DLG4,10,P78352
1755,DMBT1,43,Q9UGM3
1781,DYNC1I2,68,Q13409
1838,DTNB,20,O60941
2004,ELK3,3,P41970
2036,EPB41L1,43,Q9H4G0
2045,EPHA7,15,Q15375
2173,FABP7,18,O15540
2222,FDFT1,35,P37268
2260,FGFR1,11,P11362
2264,FGFR4,5,P22455
2286,FKBP2,27,P26885
2634,GBP2,28,P32456
2644,GCHFR,23,P30047
2672,GFI1,4,Q99684
2705,GJB1,24,P08034
2730,GCLM,37,P48507
2764,GMFB,48,P60983
2804,GOLGB1,30,Q14789
2824,GPM6B,20,Q13491
2882,GPX7,4,Q96SL4
2954,GSTZ1,35,O43708
2987,GUK1,21,Q16774
3131,HLF,4,Q16534
3135,HLA-G,28,P17693
3321,IGSF3,53,O75054
3346,HTN1,3,P15515
3371,TNC,64,P24821
3491,CYR61,61,O00622
3669,ISG20,27,Q96AZ6
3691,ITGB4,75,P16144
3703,STT3A,42,P46977
3783,KCNN4,24,O15554
3815,KIT,25,P10721
3882,KRT32,27,Q14532
3890,KRT84,25,Q9NSB2
3892,KRT86,18,O43790
3906,LALBA,9,P00709
4025,LPO,8,P22079
4033,LRMP,7,Q12912
4071,TM4SF1,29,P30408
4147,MATN2,38,O00339
4148,MATN3,23,O15232
4162,MCAM,67,P43121
4250,SCGB2A2,4,Q13296
4257,MGST1,39,P10620
4258,MGST2,11,Q99735
4436,MSH2,38,P43246
4586,MUC5AC,33,P98088
4597,MVD,35,P53602
4682,NUBP1,5,P53384
4832,NME3,27,Q13232
4920,ROR2,30,Q01974
4925,NUCB2,43,P80303
4982,TNFRSF11B,29,O00300
5009,OTC,10,P00480
5021,OXTR,28,P30559
5046,PCSK6,23,P29122
5202,PFDN2,48,Q9UHV9
5204,PFDN5,44,Q99471
5303,PIN4,27,Q9Y237
5318,PKP2,45,Q99959
5361,PLXNA1,63,Q9UIW2
5373,PMM2,38,O15305
5424,POLD1,24,P28340
5437,POLR2H,28,P52434
5536,PPP5C,37,P53041
5699,PSMB10,35,P40306
5744,PTHLH,36,P12272
5805,PTS,4,Q03393
5864,RAB3A,57,P20336
5876,RABGGTB,25,P53611
5877,RABIF,17,P47224
5881,RAC3,54,P60763
5947,RBP1,40,P09455
6038,RNASE4,27,P34096
6176,RPLP1,84,P05386
6192,RPS4Y1,53,P22090
6206,RPS12,72,P25398
6234,RPS28,54,P62857
6271,S100A1,21,P23297
6335,SCN9A,3,Q15858
6457,SH3GL3,3,Q99963
6506,SLC1A2,6,P43004
6507,SLC1A3,38,P43003
6509,SLC1A4,105,P43007
6528,SLC5A5,4,Q92911
6541,SLC7A1,61,P30825
6542,SLC7A2,32,P52569
6613,SUMO2,34,P61956
6641,SNTB1,50,Q13884
6699,SPRR1B,5,P22528
6747,SSR3,39,Q9UNL2
6780,STAU1,35,O95793
6781,STC1,29,P52823
6817,SULT1A1,37,P50225
6830,SUPT6H,10,Q7KZ85
6847,SYCP1,5,Q15431
7042,TGFB2,25,P61812
7044,LEFTY2,4,O00292
7048,TGFBR2,20,P37173
7079,TIMP4,3,Q99727
7093,TLL2,10,Q9Y6L7
7108,TM7SF2,4,O76062
7163,TPD52,43,P55327
7270,TTF1,3,Q15361
7327,UBE2G2,24,P60604
7498,XDH,43,P47989
7871,SLMAP,5,Q14BN4
8227,AKAP17A,7,Q02040
8406,SRPX,47,P78539
8425,LTBP4,32,Q8N2S1
8470,SORBS2,4,O94875
8481,OFD1,12,O75665
8532,CPZ,26,Q66K79
8540,AGPS,32,O00116
8559,PRPF18,5,Q99633
8562,DENR,35,O43583
8573,CASK,57,O14936
8612,PPAP2C,29,O43688
8666,EIF3G,37,O75821
8678,BECN1,8,Q14457
8682,PEA15,36,Q15121
8688,KRT37,19,O76014
8736,MYOM1,33,P52179
8741,TNFSF13,10,O75888
8743,TNFSF10,23,P50591
8751,ADAM15,52,Q13444
8776,MTMR1,8,Q13613
8887,TAX1BP1,49,Q86VP1
8892,EIF2B2,26,P49770
8916,HERC3,6,Q15034
8936,WASF1,7,Q92558
9045,RPL14,113,P50914
9069,CLDN12,26,P56749
9073,CLDN8,19,P56748
9168,TMSB10,35,P63313
9246,UBE2L6,21,O14933
9294,S1PR2,30,O95136
9375,TM9SF2,53,Q99805
9402,GRAP2,27,O75791
9403,SEP15,33,O60613
9424,KCNK6,5,Q9Y257
9429,ABCG2,50,Q9UNQ0
9440,MED17,6,Q9NVC6
9455,HOMER2,3,Q9NSB8
9693,RAPGEF2,10,Q9Y4G8
9770,RASSF2,5,P50749
9828,ARHGEF17,23,Q96PE2
9843,HEPH,34,Q9BQS7
9855,FARP2,37,O94887
9871,SEC24D,31,O94855
9877,ZC3H11A,4,O75152
9931,HELZ,7,P42694
9982,FGFBP1,35,Q14512
9993,DGCR2,3,P98153
10124,ARL4A,32,P40617
10131,TRAP1,71,Q12931
10142,AKAP9,35,Q99996
10160,FARP1,62,Q9Y4F1
10162,LPCAT3,26,Q6P1A2
10184,LHFPL2,25,Q6ZUX7
10198,MPHOSPH9,3,Q99550
10205,MPZL2,32,O60487
10228,STX6,30,O43752
10234,LRRC17,16,Q8N6Y2
10312,TCIRG1,53,Q13488
10326,SIRPB1,8,O00241
10330,CNPY2,39,Q9Y2B0
10385,BTN2A2,3,Q8WVV5
10548,TM9SF1,4,O15321
10551,AGR2,45,O95994
10570,DPYSL4,27,O14531
10618,TGOLN2,36,O43493
10682,EBP,26,Q15125
10905,MAN1A2,22,O60476
10950,BTG3,4,Q14201
10952,SEC61B,39,P60468
11112,HIBADH,35,P31937
11118,BTN3A2,28,P78410
11119,BTN3A1,9,O00481
11120,BTN2A1,36,Q7KYR7
11230,PRAF2,30,O60831
11258,DCTN3,37,O75935
11345,GABARAPL2,33,P60520
22796,COG2,37,Q14746
22852,ANKRD26,9,Q9UPS8
22898,DENND3,3,A2RUS2
22933,SIRT2,4,Q8IXJ6
22936,ELL2,6,O00472
23037,PDZD2,27,O15018
23130,ATG2A,5,Q2TAZ0
23155,CLCC1,3,Q96S66
