From	Entry
3664	O14896
3664	G0Z349
3672	P56199
3675	P26006
3675	A0A140VJM0
3685	P06756
3685	L7RXH0
3688	P05556
3692	P56537
3696	P26012
3696	Q9BUG9
3700	Q14624
3700	B2RMS9
3700	B7ZKJ8
3728	P14923
3728	A0A0S2Z487
3795	P50053
3795	A0A140VJM6
3801	Q9BVG8
3801	B7Z5U4
3801	B7Z808
3801	B7Z896
3801	F5H3M2
3816	P06870
3816	A0A1L2BPJ2
3816	A0A1R3UCD2
3827	P01042
3911	O15230
3915	P11047
3915	Q6NVY8
3916	P11279
3916	A0A024RDY3
3920	P13473
3929	P18428
3929	Q8TCF0
3934	P80188
3958	P17931
3958	A0A024R693
3959	Q08380
3959	A0A0S2Z3Y1
4036	P98164
4036	Q7Z5C0
4036	Q7Z5C1
4059	P50895
4059	A0A087WXM8
4069	P61626
4069	B2R4C5
4072	P16422
4082	P29966
4082	Q6NVI1
4121	P33908
4124	Q16706
4240	Q08431
4240	B3KTQ2
4240	B4E396
4241	P08582
4241	Q53XS6
4282	P14174
4282	I4AY87
4300	P42568
4300	A0A0S2Z448
4301	P55196
4301	A8MQ02
4301	G1UI22
4301	J3KN01
4311	P08473
4332	P41218
4332	Q5VUU6
4353	P05164
4357	P25325
4357	A0A140VJX3
4430	O43795
4430	B0I1S9
4430	E9PDF6
4482	Q9UJ68
4507	Q13126
4507	A0A384ME80
4582	P15941
4582	A0A087X0L2
4582	A0A0A0MRB3
4582	A0A0C4DGW3
4582	A0A384NPK6
4582	A5YRU5
4582	A5YRU7
4582	A5YRV0
4582	A5YRV2
4582	A6ZID6
4582	A6ZID7
4582	A6ZIE4
4582	A6ZIE6
4582	B6ECB3
4582	Q7Z538
4582	Q7Z551
4621	P11055
4621	Q5GJ67
4641	O00159
4642	O94832
4642	J3KRL0
4642	J3QRN6
4642	Q8N618
4645	Q9ULV0
4645	Q7Z7A5
4646	Q9UM54
4669	P54802
4669	A0A140VJE4
4677	O43776
4703	P20929
4703	Q05C45
4703	Q96MF8
4811	P14543
4825	P78426
4835	P16083
4835	B3KPX6
4835	Q5TD07
4864	O15118
4868	O60500
4899	Q16656
4899	A0A024R770
4899	A0A024R774
4907	P21589
4907	Q6NZX3
5025	Q99571
5048	P43034
5048	A0A6Q8PFT2
5048	A0A6Q8PFU3
5049	P68402
5049	V9HW44
5092	P61457
5093	Q15365
5093	Q53SS8
5104	P05154
5104	A0A024R6N9
5104	B4DDH1
5105	P35558
5119	Q9HD42
5134	Q16342
5134	A0A087WYJ3
5151	O60658
5151	A0A024RC53
5169	O14638
5172	O43511
5174	Q5T2W1
5176	P36955
5176	A0A140VKF3
5184	P12955
5184	A0A140VJR2
5217	P35080
5226	P52209
5226	B4E2U0
5236	P36871
5236	B4DDQ8
5236	B7Z6C2
5243	P08183
5243	A4D1D2
5250	Q00325
5250	A0A024RBE8
5250	A0A024RBH9
5250	Q6MZF9
5265	P01009
5265	E9KL23
5267	P29622
5267	A0A024R6I9
5269	P35237
5269	A0A024QZX3
5269	A0A024QZX5
5269	A0A087X1N8
5269	A0A2R8YD12
5275	Q9UIV8
5275	A0A0A0MQW3
5275	B7Z447
5284	P01833
5286	O00443
5286	B4DG55
5286	L7RRS0
5304	P12273
5310	P98161
5311	Q13563
5311	Q9UEU6
5313	P30613
5314	P08F94
5333	P51178
5333	A0A384MR47
5333	A8K8F9
5351	Q02809
5357	Q14651
5359	O15162
5412	O95164
5412	A0A024RDP0
5420	O00592
5420	Q96N83
5476	P10619
5476	B4E324
5476	X6R5C5
5476	X6R8A1
5479	P23284
5493	O60437
5510	Q15435
5510	A0A140VK83
5547	P42785
5547	A0A024R5L0
5547	B7Z7Q6
5576	P13861
5576	A0A024R2W3
5576	A0A0S2Z472
5576	A8KAH7
5578	P17252
5578	L7RSM7
5578	Q7Z727
5580	Q05655
5580	A0A024R328
5580	B4DFV1
5583	P24723
5584	P41743
5590	Q05513
5621	F7VJQ1
5621	P04156
5621	Q53YK7
5652	Q16651
5657	P24158
5660	P07602
5660	A0A024QZQ2
5682	P25786
5682	B4E0X6
5684	P25788
5684	A0A140VK43
5686	P28066
5686	A0A109NGN6
5691	P49720
5691	A0A384NL22
5693	P28074
5693	A0A140VJS7
5705	P62195
5705	A0A140VJS3
5706	P62333
5706	A0A087X2I1
5709	O43242
5718	O00232
5718	A0A0S2Z489
5783	Q12923
5800	Q16827
5800	A0A024RAS0
5800	A0A024RAS9
5860	P09417
5860	A0A140VKA9
5865	P20337
5872	P51153
5872	A0A087WWB9
5872	Q504R6
5873	P51159
5873	A2RU94
5910	P52306
5910	B3KNU0
5910	Q6U7G8
5917	P54136
5934	Q08999
5950	P02753
5950	Q5VY30
5962	P35241
5962	B0YJ88
5962	Q6PKD3
5973	P51606
5981	P35251
6009	Q15382
6009	A0A090N900
6092	Q9HCK4
6102	O75695
6102	A0A1B2JLU2
6205	P62280
6222	P62269
6237	P10301
6237	A0A024QZF2
6239	Q92766
6239	A0A024QZU8
6261	P21817
6275	P26447
6277	P06703
6279	P05109
6280	P06702
6281	P60903
6286	P25815
6317	P29508
6318	P48594
6318	Q9BYF7
6336	Q9Y5Y9
6382	P18827
6386	O00560
6386	A0A024R7Z5
6386	B4DHN5
6386	G5EA09
6396	P55735
6396	A8MWR8
6398	Q8WVN6
6451	O75368
6451	V9HW48
6470	P34896
6505	P43005
6518	P22732
6518	A0A140VJK5
6518	B4DG19
6519	Q07837
6519	A0A0S2Z4E1
6519	B8ZZK1
6520	P08195
6520	J3KPF3
6521	P02730
6523	P13866
6524	P31639
6540	Q9NSD5
6550	P48764
6557	Q13621
6557	B4DPF4
6557	Q8IUN5
6559	P55017
6559	J3QSS1
6565	Q16348
6576	P53007
6576	B4DP62
6576	D9HTE9
6582	O15244
6584	O76082
6608	Q99835
6623	O76070
6623	F8W754
6623	Q6FHG5
6647	P00441
6647	V9HWC9
6652	Q00796
6653	Q92673
6653	A0A024R3H2
6683	Q9UBP0
6683	E5KRP5
6683	E5KRP6
6697	P35270
6707	Q9UBC9
6714	P12931
6717	P30626
6717	B4DHQ6
6717	C9J0K6
6794	Q15831
6794	A0A0S2Z4D1
6809	Q13277
6809	Q53YE2
6812	P61764
6813	Q15833
6813	Q53GF4
6845	P51809
6845	A0A024R061
6845	A0A024R074
6856	Q16563
6856	A4D0R1
6906	P05543
7007	O75443
7047	P49221
7049	Q03167
7049	A0A0A8KWK3
7052	P21980
7052	B4DIT7
7052	B4DTN7
7052	V9HWG3
7057	P07996
7070	P04216
7070	B0YJA4
7086	P29401
7086	V9HWD9
7105	O43657
7105	A0A024RCI0
7105	A0A087WYV6
7105	A0A087WZU5
7113	O15393
7251	Q99816
7264	Q13630
7264	A0A140VKC8
7266	Q99615
7273	Q8WZ42
7273	A0A0A0MRA3
7273	A0A0A0MTS7
7273	Q7Z3B7
7280	Q13885
7295	P10599
7295	H9ZYJ2
7326	P62253
7348	O75841
7369	P07911
7379	O00526
7380	O75631
7402	P46939
7402	Q6LBS5
7419	Q9Y277
7429	P09327
7429	Q53F91
7450	P04275
7512	O43895
7531	P62258
7531	V9HW98
7532	P61981
7533	Q04917
7533	A0A024R1K7
7533	Q9H4N8
7827	Q9NP85
7832	P78543
7841	Q13724
7841	A0A384MDR6
7841	Q58F09
7916	P48634
7916	A0A1U9X974
8000	O43653
8000	D3DWI6
8029	O60494
8073	Q12974
8291	O75923
8407	P37802
8407	A0A384MTL2
8411	Q15075
8424	O75936
8428	Q9Y6E0
8428	B4DR80
8428	Q5U0E6
8428	Q6P0Y1
8450	Q13620
8450	K4DI93
8452	Q13618
8452	A0A024R475
8452	B7Z600
8455	O75882
8455	B4DZ36
8476	Q5VT25
8499	O75334
8499	B7Z7Y5
8499	G3V200
8499	H0YHK3
8499	Q4LE62
8566	O00764
8566	F2Z2Y4
8566	V9HWC3
8574	O43488
8574	B4DZX4
8574	V9HWA2
8611	O14494
8611	A0A024QZS3
8611	A0A024QZU7
8647	O95342
8649	Q9UHA4
8671	Q9Y6R1
8671	A5JJ20
8673	Q9BV40
8673	B8ZZT4
8724	O60493
8735	Q9UKX3
8773	O00161
8773	A0A024R9R8
8773	A8K287
8774	Q99747
8774	Q6FHY4
8775	P54920
8775	A0A024R0R9
8789	O00757
8796	O95171
8803	Q9P2R7
8803	E5KS60
8803	Q9Y4T0
8836	Q92820
8836	A0A7I2V5X9
8842	O43490
8842	A0A0A0N0M1
8857	Q9Y6R7
8858	P22891
8878	Q13501
8907	Q9BXS5
8907	A0A024R7K8
8907	B3KNH5
8907	Q59EK3
8934	O14966
8934	B2R7I9
8934	Q6FGU7
8976	O00401
8985	O60568
8985	Q9UG85
8991	Q13228
8991	V9HWG1
8993	O75594
8997	O60229
8997	A0A804HKJ7
8997	A0A804HKT9
8997	C9IZQ6
9022	O95833
9022	Q6FGP1
9031	Q9UIG0
9043	O60271
9043	Q5JB53
9052	Q8NFJ5
9058	Q13183
9114	P61421
9146	O14964
9146	A0A0S2Z4R4
9179	O00189
9179	C9JC87
9296	Q16864
9296	A4D1K0
9317	Q96BW5
9317	A0A0A0MSI3
9322	Q15642
9322	W4VSQ9
9351	Q15599
9353	O94813
9356	Q4U2R8
9365	Q9UEF7
9368	O14745
9371	O15066
9376	Q8TCC7
9376	B2R807
9380	Q9UBQ7
9380	A0A384N605
9390	Q9Y226
9407	O60235
9407	B4DL57
9445	Q9Y287
9445	A0A384MDP7
9446	P78417
9446	V9HWG9
9476	O96009
9525	O75351
9525	A0A024R2C5
9528	Q9BXS4
9528	D3DQ48
9528	Q5T6Z8
9528	Q5T703
9545	O95716
9545	A0A024R7G2
9550	O75348
9550	A0A024R883
9578	Q9Y5S2
9578	A0A024R6N2
9578	Q86XZ8
9586	Q02930
9696	Q5TZA2
9704	Q14147
9725	O94886
9725	A1NY77
9748	Q9H2G2
9798	P53990
9798	B4DXC9
9853	Q8N2Y8
9943	O95747
9963	Q9UHI7
9980	Q9Y3R5
10006	Q8IZP0
10006	A0A0A0MRT6
10006	B6VEX3
10006	B6VEX4
10006	B6VEX5
10007	P46926
10016	O75340
10016	A0A024QZ42
10016	A0A087WZ38
10016	Q53FC3
10043	O60784
10043	B3KUF5
10058	Q9NP58
10060	O60706
10060	A0A024RAV7
10075	Q7Z6Z7
10075	A0A024R9W5
10092	O15511
10099	O60637
10103	O60635
10158	Q13113
10159	O75787
10189	Q86V81
10189	E9PB61
10217	O15194
10247	P52758
10247	A0A024R9H2
10269	O75844
10294	O60884
10294	A0A024R6S1
10327	P14550
10327	V9HWI0
10397	Q92597
10397	B3KWB2
10397	Q8N959
10409	P80723
10411	O95398
10411	Q99777
10417	Q9BUD6
10422	Q9BSL1
10422	A0A140VK64
10443	Q92802
10443	A0A024RDV2
10443	B4DPY1
10443	Q9Y3H6
10458	Q9UQB8
10458	I3L4C2
10493	Q99536
10493	A0A024R1Z6
10519	Q99828
10519	A0A140VK09
10529	O76041
10529	Q59FZ8
10540	Q13561
10540	A0A384MDU9
10540	A8K8J9
10540	B3KTX4
10540	V9HW58
10552	Q92747
10552	V9HVZ6
10562	Q6UX06
10562	A0A024QZ95
10591	O43598
10592	O95347
10592	A0A024R158
10592	A8K984
10592	B3KMB1
10592	B7ZLZ7
10592	Q05BV1
10592	Q05D74
10592	Q6IPS5
10592	Q7Z2X1
10598	O95433
10598	G3V438
10617	O95630
10617	A0A140VK54
10617	A0A804HIF8
10654	Q15126
10654	Q6FGV9
10747	O00187
10755	O14908
10755	A0A024R7I0
10755	A0A024R7I1
10755	A8K2I7
10767	Q9Y450
10767	D9YZV0
10787	Q9Y2A7
10788	Q13576
10788	B7Z7U6
10788	B7Z7X2
10788	Q59HA3
10840	O75891
10840	Q53H87
10841	O95954
10875	Q14314
10875	A4D1B8
10878	Q02985
10893	Q9Y5R2
10893	Q86VV6
10920	Q99627
10920	A0A024R4D1
10938	Q9H4M9
10938	A0A024R571
10938	B2R5U3
10960	Q12907
10960	A0A384NPY7
10970	Q07065
10970	A0A024RBH2
10974	Q15847
10974	Q5TBU5
11001	O14975
11034	P60981
11034	V9HWA6
11043	Q9UJV3
11043	Q6GX22
11045	O00322
11127	Q9Y496
11127	B4DHG8
11127	E9PES4
11127	J3KPF9
11127	Q05CT3
11164	Q9UKK9
11181	O43280
11190	Q9BV73
11235	Q9BUL8
11235	C9J363
11240	Q9Y2J8
11252	Q9UNF0
11252	Q6FIA3
11261	Q99653
11261	A0A024R9M9
11261	H0YKE7
11267	Q96H20
11269	Q9UMR2
11269	A0A024QZ90
11269	A0A0U4B4U6
11269	B4DL69
11280	Q9UI33
11280	A0A6Q8PGY3
11313	O95372
11313	A0A140VJC9
11315	Q99497
11315	V9HWC2
11332	O00154
22837	Q53SF7
22837	A0A0D9SG04
22837	A0A0X1KG75
22837	B7Z2P5
22866	Q8WXI2
22866	A0A2R8Y622
22866	A0A2R8Y700
22866	A0A2R8Y7A1
22866	A0A2U3TZH5
22866	B3KPN2
22875	Q9Y6X5
22930	Q15042
22930	B9A6J2
22949	Q14914
22977	O95154
22977	A0A384MDN8
23013	Q96T58
23193	Q14697
23193	B4DIW2
23193	B4DSM6
23193	B4DZ53
23193	E9PKU7
23193	F5H6X6
23193	V9HWJ0
23295	O60291
23316	O14529
23318	Q5TAX3
23318	A0A0C4DFM7
23338	Q9NQC1
23338	A0A0C4DFT8
23338	B3KPL2
23338	B4DFY8
23338	G3XAA4
23354	O94927
23365	Q9NZN5
23365	B4E2K6
23365	E9PMR6
23385	Q92542
23385	B4DR82
23446	Q8WWI5
23446	A0A024R151
23452	Q9UKU9
23452	A0A024R868
23473	Q9Y6W3
23473	Q7Z479
23564	O95865
23564	V9HW53
23576	O94760
23576	B2R644
23576	B4DGT0
23576	B4DYP1
23576	B4E3V1
23593	Q9Y5Z4
23593	Q5THN1
23607	Q9Y5K6
23646	Q8IV08
23646	A0A024R0Q4
23670	Q9UHN6
23670	A0A024R229
23677	Q9P0V3
23743	Q9H2M3
23743	A0A024RAQ0
25796	O95336
25796	A0A0K0K1K7
25801	P28676
25801	B7Z322
25801	H7BXD5
25813	Q9Y512
25824	P30044
25836	Q6KC79
25836	A0A590UJS4
25878	Q9NR99
25909	Q8WYP5
25930	Q9H3S7
25930	B4DST5
25932	Q9Y696
25932	Q6FIC5
25978	Q9UQN3
25978	A0A087WW88
25978	B2RE76
25989	Q6PHR2
25989	B4DDG2
25989	B4DFS6
26007	Q3LXA3
26007	A0A140VJH7
26027	Q8WXI4
26060	Q9UKG1
26227	O43175
26230	Q8IVF5
26230	B3KW11
26251	Q9UJ96
26509	Q9NZM1
26994	Q9Y3C5
26999	Q96F07
26999	B7Z8N7
26999	E7EVJ5
27069	Q9H3K2
27111	Q9H190
27243	O43633
27243	A0A024R4S0
27293	Q92485
27293	B4DEC6
27293	B4DW34
28970	Q9H0W9
28970	A0A024R396
28970	A0A024R3B0
28970	A0A087WT99
28970	A8K718
28988	Q9UJU6
28988	B4DUF9
29028	Q6PL18
29028	A0A024R9G7
29085	Q9NRX4
29085	V9HWC4
29105	Q9Y6A4
29763	Q9UKS6
29789	Q9NTK5
29800	Q8WTX9
29800	I3L202
29934	Q9UMY4
29934	Q3SYF1
29968	Q9Y617
29968	A0A024R222
29968	A0A024R280
30833	Q8TCD5
30833	V9HWF3
30844	Q9H223
30844	A0A024R9N6
30844	A8K9B9
30846	Q9NZN4
30846	A0A024R0S6
30851	O14907
30851	A0A087X282
49860	Q9UBG3
50488	Q8N4C8
50508	Q9HBY0
50617	Q9HBG4
50617	A0A024R791
50618	Q9NZM3
50618	A6H8W8
50628	P57678
50628	I3L2C7
50628	Q8WUM5
50865	Q9NRV9
50865	A0A024RAS8
51028	Q86VN1
51056	P28838
51084	Q9Y2S2
51084	V9HWG2
51125	Q7Z5G4
51160	Q9UK41
51160	A0A0S2Z5H5
51160	Q548N1
51168	Q9UKN7
51181	Q7Z4W1
51181	A0A384NY14
51382	Q9Y5K8
51382	A0A024R683
51429	Q9Y5X1
51429	A0A7P0Z4A5
51449	Q9UHG3
51458	Q9UBD6
51479	Q9P2R3
51479	B3KPZ0
51506	Q9Y3C8
51510	Q9NZZ3
51534	Q9NP79
51534	A0A087WY55
51571	Q9NUQ9
51571	A0A024R9G4
51596	O60888
51606	Q9UI12
51606	A0A024R7U9
51606	A0A024R7X3
51606	B3KUZ7
51652	Q9Y3E7
51704	Q9NZH0
51704	A0A024QYX2
51704	B7Z831
51719	Q9Y376
51719	A0A024R496
51727	P30085
51727	A0A494BXC7
51733	Q9UBR1
51733	A0A024R1H3
51733	B3KNC1
51768	Q9NS93
53405	Q9NZA1
53405	Q49AE1
53405	Q53G01
53841	Q9HBB8
53841	B4DV98
53841	Q58EZ6
54102	Q96NY7
54414	Q9HAT2
54472	Q9H0E2
54472	B3KR28
54472	E9PNS3
54472	F2Z2Y8
54472	Q6FIE9
54472	Q8N8J5
54504	Q9H3G5
54504	A0A024RA40
54509	Q9HBH0
54587	Q9BRK3
54622	Q9NXU5
54680	Q9NWK9
54810	Q8TF65
54810	A0A384P5H2
54825	Q9BYE9
54832	Q709C8
54862	Q6P1N0
54869	Q8TE68
54875	Q9NXG0
54875	B1AMC8
54906	Q5VWN6
54927	Q9NX63
54927	A4D1N4
54927	B7Z1X9
54927	C9JRZ6
54978	Q8N357
55004	Q6IAA8
55028	Q9BSJ5
55028	A0A024R8P4
55028	I3L072
55040	Q9H201
55048	A5D8V6
55075	Q9BZF9
55187	Q5THJ4
55198	Q8NEU8
55207	Q9NVJ2
55293	Q8IX04
55293	B4DIA9
55308	Q9NUU7
55308	B4DS24
55308	I3L0H8
55308	Q68DY7
55600	Q8WWA0
55610	Q96JG6
55611	Q96FW1
55611	B3KUV5
55755	Q96SN8
55755	A0A0A0MRG9
55755	B3KVI2
55755	B9EG74
55755	Q7Z3M0
55777	Q9P267
55832	Q86VP6
55867	Q9NSA0
55890	Q9NQ84
55890	A0A024R8N9
55890	A0A0C4DFY5
55890	Q9BSP0
55970	Q9UBI6
55971	Q9UHR4
56241	Q9UGT4
56241	A0A140VJW3
56670	Q9BXA5
56898	Q9BUT1
56954	Q9NQR4
56954	V9HW91
56975	Q8IXL6
56996	Q9BXP2
56996	Q9H7I6
57111	P57735
57132	Q7LBR1
57153	Q8IWA5
57153	A0A088QCU6
57154	Q9HCE7
57393	Q9HBJ8
57393	A0A3B3ITM8
57402	Q9HCY8
57403	Q9UL26
57446	Q9UGV2
57446	Q5TH30
57471	Q8TAM6
57471	B4DIZ1
57551	Q7L7X3
57551	A0A024QZ70
57674	Q63HN8
57674	A0A0A0MTC1
57674	A0A0A0MTR7
57699	Q9HCH3
57826	Q9Y3L5
57826	A0A087X2C3
58525	O95785
58525	A0A2R8YFV2
58525	M0QXA7
59272	Q9BYF1
59338	Q9HB21
59338	B3KQL5
59338	Q5RGS4
59342	Q9HB40
59342	Q9H2J9
60496	Q9NRN7
63979	Q6PIW4
63979	B3KNH6
64081	P30039
64081	A0A024QZK5
64114	Q969X1
64114	A0A024R472
64114	B3KSM0
64114	B4DUD2
64147	Q9HAQ2
64147	A8K932
64175	Q32P28
64284	Q9H0T7
64284	A0A024R4A4
64376	Q9H5V7
64386	Q9NPA2
64398	Q8N3R9
64398	Q658X5
64518	Q9BXF9
64577	Q9H2A2
64787	Q9H6S3
64849	Q8WWT9
64849	B4DF27
64855	Q96TA1
64855	A0A024R872
78986	Q9BV47
79017	O75223
79017	A0A090N7V5
79041	Q9H6F2
79098	Q9BW04
79153	Q7L5L3
79541	O95047
79541	A0A126GVW2
79567	Q6ZS17
79612	Q6N069
79612	A4FU51
79643	Q96FZ7
79659	Q8NCM8
79706	Q9H875
79706	A0A024QYV5
79720	Q9H9H4
79720	A0A024RBU0
79784	Q7Z406
79784	A1L2Z2
79784	B3KWH4
79807	Q8NEC7
79807	B7Z8J7
79812	Q9H8L6
79837	Q8TBX8
79837	B3KQV3
79901	Q53TN4
80199	Q9BT04
80199	A0A024QZF7
80210	Q7Z3E5
80210	A0A024R486
80218	Q9GZZ1
80218	E7EQ69
80347	Q13057
80700	Q9BZV1
80727	Q9C0H2
80727	A0A024R816
80727	Q8WYU9
80736	Q53GD3
80736	A0A140VJH4
80736	A0A1U9X8K7
80781	P39060
80781	D3DSM4
80781	D3DSM5
80823	Q6PI77
81029	Q9H1J7
81617	Q9H9S4
81617	A0A024RDT3
81617	Q86WE6
81618	Q9NQX7
81618	B8ZZM6
81691	Q96IC2
81691	A0A024R390
81693	Q9BXJ7
81693	B3KP64
81873	Q9BPX5
81873	A0A024R897
81873	B3KPC7
83442	Q9H299
83481	P58107
83543	Q9BQI0
83596	Q9HB09
83596	A0A0X9JFN5
83596	I6LJZ5
83596	I6LJZ6
83596	I6LJZ7
83596	I6LJZ8
83596	I6LJZ9
83758	P82980
83871	P0DI83
83871	Q9BZG1
83871	A0A024QZ68
83871	B4DNC0
83871	E7ES60
83871	Q96PJ7
83874	Q9BXI6
83874	A7E244
83874	B7ZVY9
84059	Q8WXG9
84064	Q9H0R4
84064	V9HW73
84100	Q9H0F7
84223	Q9H095
84223	C9JKX8
84223	Q9H5C8
84226	Q68DN1
84313	Q9BRG1
84313	A0A024R1X3
84418	Q9H1C7
84612	Q9BYG5
84617	Q9BUF5
84617	B3KS31
84617	B4E386
84617	K7EJ64
84817	Q9BRA2
84817	A0A140VJY7
85320	Q96J66
85320	A0A024R6Q6
85320	A0A024R6R9
85369	Q5VSL9
85477	Q9Y6U3
89853	Q9H7P6
89853	A0A024R8B8
90507	Q96FV2
90507	A0A384NKK8
90649	Q96H40
90649	Q4G180
91703	Q96HD9
91703	A0A024R5L2
91894	Q96A22
92359	Q9BUF7
92714	Q8N5I2
92747	Q8TDL5
93100	Q6XQN6
93343	Q96EY5
93343	A0A024R7L6
93587	Q8TBZ6
93587	V9HVY8
112483	Q96F10
112483	I3L0W4
112483	Q502X4
112574	Q96RF0
113220	Q96FN5
114569	Q969L2
114569	A0A024R9E4
114876	Q9BXW6
114876	B0YJ56
114876	B3KU11
114876	Q6GSK5
114990	Q6EMK4
116085	Q96S37
116085	B3KP53
116285	Q08AH1
116285	B2RAP4
117159	P81605
118491	Q5T0N1
118491	A0A087WSW1
119391	Q9H4Y5
119467	Q8NCR9
120892	Q5S007
120892	Q17RV3
120939	Q4KMG9
124220	Q96DA0
124220	G8H6I3
125206	A0PJK1
126402	Q8IYK2
127281	Q8TBF2
127281	A0A0A0MRV4
127281	A0A0A0MT35
127281	A0A2P0CTB1
127281	A0A2P0CU24
127829	Q96BM9
127829	A0A024R977
127829	A0A087X2J2
128866	Q9H444
129531	Q8WV92
130589	Q96C23
130589	A0A384MDW6
131578	Q8TF66
131578	B3KWI4
132243	Q8IZA3
133121	Q6UWR7
134147	Q96DG6
139221	Q5H9M0
140576	Q96FQ6
140710	O94964
140710	X6R3R3
140885	P78324
144100	Q6IQ23
144100	E9PKC0
144568	A8K2U0
144568	B3KVV6
146556	Q6UX73
146691	Q6ZVM7
146691	B7Z2U2
146691	B7Z671
146691	F5H3S6
146909	Q86Y91
146909	Q6NWY8
147685	Q8NEA5
148362	Q5VW32
148362	B7Z953
148362	F5GXQ0
148811	Q6GTS8
150696	Q8N271
150696	B2R879
151556	Q7Z3F1
151556	A0A087WXK4
151556	Q49AJ5
152007	Q9H4G4
152007	A0A087WUM5
152007	A0A088AWP7
152007	Q5VZR0
153201	Q495M3
155382	Q86XT2
159963	Q1EHB4
160728	Q8N695
161436	Q05BV3
161514	Q8IYX1
163071	Q8NC26
196527	Q4KMQ2
196527	A0A7P0TBC5
196527	B3KX12
200010	Q2M3M2
200186	Q53ET0
200232	Q5JX71
201931	Q8IY95
219681	Q5W041
219681	B4DXS3
222236	Q6IQ20
222389	Q8N7W2
245972	Q8N8Y2
245972	A0A024R991
245973	Q8NEY4
245973	A0A0U1RR16
252983	Q6ZWJ1
252983	B5MCT9
254863	Q8N2U0
255220	Q6A555
255220	A9Z1W9
255220	B7ZME0
255252	Q8N9N7
255252	A0A024R9M3
256987	Q86VE9
259217	O43301
259217	A0A1B0GTF3
259217	A0A6I8PIT5
259217	A0A6I8PLB1
259217	B7Z2M8
260425	Q5TCQ9
283375	Q6ZMH5
283375	A0A024RB24
283450	F8VWT9
283537	Q7Z3Q1
283537	A0A024RDN9
284013	Q7Z5L0
284129	Q86WA9
284422	O75264
286204	Q5IJ48
317772	Q8IUE6
338094	Q8WW52
339122	Q86YS6
340024	Q695T7
342372	Q7Z443
342897	Q6ZVX7
345651	Q562R1
346007	Q5T1H1
347688	Q3ZCM7
347735	Q96SA4
347735	Q96IM8
347862	Q8NB37
347862	B7Z1J9
347862	B7ZKW3
347862	B7ZKW4
347862	E9PLI5
353189	Q6ZQN7
375035	O95562
375791	A8MQ03
375791	B8A4K4
376267	P59190
376267	G3V562
376267	G5EMR8
391189	Q8NGX0
401409	A4D1S5
440335	K7EJ46
440689	Q5QNW6
448834	Q5T749
553115	Q9UBV8
553115	A0A384MQX5
652968	Q8WTX7
2	P01023
118	P35611
118	A0A804HL01
120	Q9UEY8
120	Q53FL4
120	Q59EK1
120	Q5VU08
159	P30520
159	A0A024R5Q7
220	P47895
220	A0A024RC95
220	H0Y2X5
220	Q7Z3A2
246	P16050
327	P13798
338	P04114
338	Q59HB3
338	Q7Z7Q0
350	P02749
350	A0A384NKM6
355	P25445
355	K9J972
355	Q59FU8
477	P50993
477	A0A0S2Z3W6
478	P13637
478	Q53ES0
483	P54709
490	P20020
490	A0A024RBC7
492	Q16720
493	P23634
493	A0A024R968
629	P00751
629	A0A1U9X7H8
682	P35613
682	Q54A51
683	Q10588
714	P02747
714	A0A024RAA7
718	P01024
718	B4DR57
718	V9HWA9
720	P0C0L4
721	P0C0L4
721	P0C0L5
722	P04003
730	P10643
730	Q05CI3
732	P07358
732	B7Z550
732	B7Z555
733	P07360
771	O43570
771	B3KUB4
794	P22676
794	A0A140VK08
794	A6NER6
801	P0DP23
801	P0DP24
801	P0DP25
801	B4DJ51
805	P0DP23
805	P0DP24
805	P0DP25
805	B4DJ51
805	Q96HY3
808	P0DP23
808	P0DP24
808	P0DP25
808	B4DJ51
808	Q96HY3
808	Q9BRL5
826	P04632
826	A0A0C4DGQ5
915	P04234
915	B0YIY4
916	P07766
919	P20963
920	P01730
920	A0A4Y5UGE4
920	B0AZV7
920	B4DT49
921	P06127
922	O43866
948	P16671
948	A4D1B1
948	B7Z6C3
948	E9PLT1
952	P28907
952	B4E006
960	P16070
962	P09326
962	A0A087X1S7
976	P48960
977	P48509
977	A0A024RCB3
977	Q6ZNZ0
1361	Q96IY4
1361	A0A087WSY5
1396	P50238
1397	P52943
1401	P02741
1495	P35221
1495	A0A384MDY0
1495	B4DKT9
1495	B4DU00
1495	G3XAM7
1499	P35222
1499	A0A024R2Q3
1499	B4DGU4
1525	P78310
1535	P13498
1535	B4DT46
1535	H3BNP7
1536	P04839
1536	A0A0S2Z3S6
1601	P98082
1601	A0A024R036
1601	B2RAW0
1604	P08174
1604	B1AP13
1774	P49184
1794	Q92608
1794	Q5XG91
1809	Q14195
1809	A0A140VK07
1809	Q6DEN2
1809	Q8IXW6
1829	Q14126
1890	P19971
1890	B2RBL3
1890	E5KRG5
1917	Q05639
1956	P00533
1956	B7Z2I3
1956	E7BSV0
1956	E9PFD7
1956	F2YGG7
1956	Q504U8
2022	P17813
2022	A0A024R878
2022	B7Z6Y5
2022	F5GX88
2022	Q5T9B9
2022	Q96CG0
2037	O43491
2037	B4DJ76
2037	I6L9B1
2037	Q59FD8
2124	P34910
2124	Q9BRW1
2147	P00734
2155	P08709
2155	B4DPM2
2155	F5H8B0
2162	P00488
2191	Q12884
2191	B4DLR2
2207	P30273
2209	P12314
2244	P02675
2244	V9HVY1
2350	P14207
2638	P02774
2664	P31150
